demog_gender,demog_visitdy,Char
demog_americanindia,demog_visitdy,Char
demog_asian,demog_visitdy,Char
demog_blackorafrica,demog_visitdy,Char
demog_nativehawaiia,demog_visitdy,Char
demog_white,demog_visitdy,Char
demog_other,demog_visitdy,Char
demog_ethnicity,demog_visitdy,Char
